Parent Department,Organisation,Unit,Reporting SCS post reference,Grade,Payscale minimum,Payscale maximum,Generic job title,Number of such posts in FTE,Notes
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,00149898 - Head of Secretariat,C2,,,,1,
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,00154287 - DMICP PD,B1,,,,1,
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,00154287 - DMICP PD,B2,,,,1,
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,00154287 - DMICP PD,C1,,,,1
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,00154287 - DMICP PD,C2,,,,3
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,00154287 - DMICP PD,E1,,,,1
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,00154287 - DMICP PD,NHS Band 8A,,,,1
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,00184002 - Head of Corporate Services,B1,,,,3
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,00184002 - Head of Corporate Services,B2,,,,6
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,00184002 - Head of Corporate Services,Band D,,,,9
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,00184002 - Head of Corporate Services,C1,,,,12
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,00184002 - Head of Corporate Services,C2,,,,16
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,00184002 - Head of Corporate Services,E1,,,,14
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,00184002 - Head of Corporate Services,E2,,,,4
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,00184002 - Head of Corporate Services ,B1,,,,1
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,00184002 - Head of Corporate Services ,C1,,,,2
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1364692 - Comandant Joint Medical Command,E1,,,,2
Ministry of Defence,Ministry of Defence,Central Top Level Budget,1364692 - Comd JMC - AVM P Evans,OF1,,,,77
Ministry of Defence,Ministry of Defence,Central Top Level Budget,1364692 - Comd JMC - AVM P Evans,OF2,,,,272
Ministry of Defence,Ministry of Defence,Central Top Level Budget,1364692 - Comd JMC - AVM P Evans,OF3,,,,283
Ministry of Defence,Ministry of Defence,Central Top Level Budget,1364692 - Comd JMC - AVM P Evans,OF4,,,,258
Ministry of Defence,Ministry of Defence,Central Top Level Budget,1364692 - Comd JMC - AVM P Evans,OF5,,,,74
Ministry of Defence,Ministry of Defence,Central Top Level Budget,1364692 - Comd JMC - AVM P Evans,OR1,,,,18
Ministry of Defence,Ministry of Defence,Central Top Level Budget,1364692 - Comd JMC - AVM P Evans,OR2,,,,494
Ministry of Defence,Ministry of Defence,Central Top Level Budget,1364692 - Comd JMC - AVM P Evans,OR3,,,,192
Ministry of Defence,Ministry of Defence,Central Top Level Budget,1364692 - Comd JMC - AVM P Evans,OR4,,,,603
Ministry of Defence,Ministry of Defence,Central Top Level Budget,1364692 - Comd JMC - AVM P Evans,OR6,,,,324
Ministry of Defence,Ministry of Defence,Central Top Level Budget,1364692 - Comd JMC - AVM P Evans,OR7,,,,173
Ministry of Defence,Ministry of Defence,Central Top Level Budget,1364692 - Comd JMC - AVM P Evans,OR8,,,,54
Ministry of Defence,Ministry of Defence,Central Top Level Budget,1364692 - Comd JMC - AVM P Evans,OR9,,,,59
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1364692 - Commandant Joint Medical Command,Band D,,,,20
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1364692 - Commandant Joint Medical Command,C2,,,,10
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1364692 - Commandant Joint Medical Command,E1,,,,16
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1364692 - Commandant Joint Medical Command,E2,,,,12
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1364692 - Commandant Joint Medical Command,NHS Band 6,,,,1
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1364692 - Commandant Joint Medical Command,Retained - Senior Lecturer,,,,1
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1364692 - Commandant Joint Medical Command,Skill Zone 1 ,,,,2
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1364692 - Commandant Joint Medical Command,Skill Zone 2,,,,14
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1364692 - Commandant Joint Medical Command,Skill Zone 3,,,,2
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1499032 - Royal Centre for Defence Medicine Commandant,Band D,,,,3
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1499032 - Royal Centre for Defence Medicine Commandant,C1,,,,3
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1499032 - Royal Centre for Defence Medicine Commandant,C2,,,,3
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1499032 - Royal Centre for Defence Medicine Commandant,E1,,,,30
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1499032 - Royal Centre for Defence Medicine Commandant,E2,,,,2
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1499032 - Royal Centre for Defence Medicine Commandant,Skill Zone 2,,,,2
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1550008 - Inspector General,B1,,,,1
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1550008 - Inspector General,C2,,,,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,1568418 - ACDS (H) - Surg R Adm L  JARVIS,OF1,,,,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,1568418 - ACDS (H) - Surg R Adm L  JARVIS,OF2,,,,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,1568418 - ACDS (H) - Surg R Adm L  JARVIS,OF3,,,,12
Ministry of Defence,Ministry of Defence,Central Top Level Budget,1568418 - ACDS (H) - Surg R Adm L  JARVIS,OF4,,,,6
Ministry of Defence,Ministry of Defence,Central Top Level Budget,1568418 - ACDS (H) - Surg R Adm L  JARVIS,OF5,,,,11
Ministry of Defence,Ministry of Defence,Central Top Level Budget,1568418 - ACDS (H) - Surg R Adm L  JARVIS,OR6,,,,2
Ministry of Defence,Ministry of Defence,Central Top Level Budget,1568418 - ACDS (H) - Surg R Adm L  JARVIS,OR9,,,,2
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1568418 - SG - ACDS(H),D,,,,1
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1584913 - Head of Healthcare,B1,,,,1
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1584913 - Head of Healthcare,B2,,,,8
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1584913 - Head of Healthcare,Band D,,,,1
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1584913 - Head of Healthcare,C1,,,,2
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1584913 - Head of Healthcare,C2,,,,1
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1584913 - Head of Healthcare,C2,,,,1
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1584913 - Head of Healthcare,E1,,,,2
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1596254 - Commandant Defence Dental Service,D,,,,9
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1596254 - Commandant Defence Dental Service,E1,,,,11
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1596254 - Commandant Defence Dental Service,E1,,,,1
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1596254 - Commandant Defence Dental Service,E2,,,,17
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1596254 - Commandant Defence Dental Service,NHS Band 3 ,,,,13
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1596254 - Commandant Defence Dental Service,NHS Band 5,,,,2
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1596254 - Commandant Defence Dental Service,NHS Band 6,,,,2
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1596254 - Commandant Defence Dental Service,NHS Dental Nurse,,,,42
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1596254 - Commandant Defence Dental Service,NHS Dental Nurse Entry Level,,,,68
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1596254 - Commandant Defence Dental Service,NHS Dental Nurse Specialist,,,,6
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1596254 - Commandant Defence Dental Service,NHS Dental Nurse Team Leader,,,,1
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1596254 - Commandant Defence Dental Service,NHS Dental Nurse Trainee,,,,1
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1596254 - Commandant Defence Dental Service,NHS Oral Health Practitioner,,,,6
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1596254 - Commandant Defence Dental Service,Retained - Civilian Dental Practitioner,,,,42
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1596254 - Commandant Defence Dental Service,Retained - Civilian Dental Practitioner,,,,1
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1596254 - Commandant Defence Dental Service,Retained - Specialist Dental Officer,,,,1
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1596254 - Commandant Defence Dental Service,Skill Zone 1,,,,1
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1596254 - Commandant Defence Dental Service,Skill Zone 2,,,,1
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1596309 - Dean - Defence Postgraduate Medical Deanery,Band D,,,,10
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1596309 - Dean - Defence Postgraduate Medical Deanery,C2,,,,22
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1596309 - Dean - Defence Postgraduate Medical Deanery,C2,,,,1
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1596309 - Dean - Defence Postgraduate Medical Deanery,E1,,,,7
Ministry of Defence,Ministry of Defence,Central Top Level Budget,1596460 - DSC - Maj S Gen Andrews,OF3,,,,6
Ministry of Defence,Ministry of Defence,Central Top Level Budget,1596460 - DSC - Maj S Gen Andrews,OF4,,,,6
Ministry of Defence,Ministry of Defence,Central Top Level Budget,1596460 - DSC - Maj S Gen Andrews,OF5,,,,2
Ministry of Defence,Ministry of Defence,Central Top Level Budget,1596460 - DSC - Maj S Gen Andrews,OR7,,,,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,1596460 - DSC - Maj S Gen Andrews,OR9,,,,1
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1596460 - SG - Director of Strategic Change,B1,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1597768 - SG - Surg V Adm P RAFFAELLI,OF4,,,,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,1597768 - SG - Surg V Adm P RAFFAELLI,OR4,,,,1
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1597768 - Surgeon General,D,,,,2
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1597976 - Defence Medical Group Commandant,B2,,,,1
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1597976 - Defence Medical Group Commandant,Band D,,,,20
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1597976 - Defence Medical Group Commandant,C1,,,,2
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1597976 - Defence Medical Group Commandant,C2,,,,6
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1597976 - Defence Medical Group Commandant,E1,,,,104
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1597976 - Defence Medical Group Commandant,E2,,,,16
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1597976 - Defence Medical Group Commandant,NHS Band 3 ,,,,1
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1597976 - Defence Medical Group Commandant,NHS Band 4,,,,4
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1597976 - Defence Medical Group Commandant,NHS Band 5,,,,7
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1597976 - Defence Medical Group Commandant,NHS Band 6,,,,4
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1597976 - Defence Medical Group Commandant,NHS Band 7,,,,6
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1597976 - Defence Medical Group Commandant,NHS Band 8A,,,,1
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1597976 - Defence Medical Group Commandant,NHS Band 8B,,,,2
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1597976 - Defence Medical Group Commandant,NHS Clincl Spt HL Nursing (Hosp),,,,1
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1597976 - Defence Medical Group Commandant,NHS Clincl Sup Wker Nursing Hosp,,,,9
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1597976 - Defence Medical Group Commandant,NHS Consultant (Med) 2003 Post-Oct,,,,1
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1597976 - Defence Medical Group Commandant,NHS Consultant (Med) 2003 Pre-Oct,,,,3
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1597976 - Defence Medical Group Commandant,NHS Nurse,,,,5
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1597976 - Defence Medical Group Commandant,NHS Nurse (Mental Health),,,,1
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1597976 - Defence Medical Group Commandant,NHS Nurse Advanced,,,,1
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1597976 - Defence Medical Group Commandant,NHS Nurse Specialist (GP Practice),,,,1
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1597976 - Defence Medical Group Commandant,NHS Occup Therapist Specialist,,,,4
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1597976 - Defence Medical Group Commandant,NHS Occup Therapy Technician,,,,1
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1597976 - Defence Medical Group Commandant,NHS Occupational Thrpst Advanced,,,,7
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1597976 - Defence Medical Group Commandant,NHS Physiotherapist Advanced,,,,8
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1597976 - Defence Medical Group Commandant,NHS Physiothrpst Specialist,,,,1
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1597976 - Defence Medical Group Commandant,Retained - Area Officer Social Worker,,,,1
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1597976 - Defence Medical Group Commandant,Retained - Civilian Medical Practitioner,,,,1
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1597976 - Defence Medical Group Commandant,Retained - Snr House Offr,,,,1
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1597976 - Defence Medical Group Commandant,Retained - Snr Social Worker,"25,238","?41,527",,4
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1597976 - Defence Medical Group Commandant,Retained - Social Worker,,,,1
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1597976 - Defence Medical Group Commandant,Skill Zone 1,,,,13
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1597976 - Defence Medical Group Commandant,Skill Zone 2,,,,36
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1597976 - Defence Medical Group Commandant ,B2,,,,1
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1597976 - Defence Medical Group Commandant ,Band D,,,,3
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1597976 - Defence Medical Group Commandant ,C2,,,,1
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,1597976 - Defence Medical Group Commandant ,E1,,,,1
