Post Date,Publishable Label, Transaction Amount,"Publishable Label is provided by Bank and is industry standard.  May not, however, give true indication of purchase - additional comment as necessary"
03/09/2012,Airlines,1656.4,
03/09/2012,Airlines,-1237.7,
03/09/2012,Airlines,559.9,
03/09/2012,Airlines,-2950,
03/09/2012,Airlines,1982.51,
03/09/2012,Airlines,1296.28,
03/09/2012,Airlines,685.78,
03/09/2012,Airlines,-637.02,
03/09/2012,Airlines,2592.25,
03/09/2012,Airlines,1152.88,
03/09/2012,Airlines,1152.88,
03/09/2012,Airlines,1152.88,
03/09/2012,Airlines,608.88,
03/09/2012,Airlines,1359.18,
03/09/2012,Airlines,1597.89,
03/09/2012,Airlines,2459.09,
03/09/2012,Airlines,2459.09,
03/09/2012,Airlines,2459.09,
03/09/2012,Airlines,612.6,
03/09/2012,Airlines,612.6,
03/09/2012,Airlines,1611.11,
03/09/2012,Airlines,1210.62,
03/09/2012,Airlines,914.61,
03/09/2012,Airlines,914.61,
03/09/2012,Airlines,754.54,
03/09/2012,Airlines,1205.69,
03/09/2012,Airlines,1205.69,
03/09/2012,Airlines,-1492.32,
03/09/2012,Airlines,1661.7,
03/09/2012,Airlines,1032.29,
03/09/2012,Airlines,859.99,
03/09/2012,Airlines,630.39,
03/09/2012,Airlines,859.99,
03/09/2012,Airlines,1070.29,
03/09/2012,Airlines,1015.69,
03/09/2012,Airlines,3417.09,
03/09/2012,Airlines,512.49,
03/09/2012,Airlines,4362.49,
03/09/2012,Airlines,4852.49,
03/09/2012,Airlines,4852.49,
03/09/2012,Airlines,548.1,
03/09/2012,Airlines,548.1,
03/09/2012,Airlines,711.99,
03/09/2012,Airlines,2138.3,
03/09/2012,Airlines,1150.69,
03/09/2012,Airlines,1307.79,
03/09/2012,Airlines,2564.19,
03/09/2012,Airlines,2564.19,
03/09/2012,Airlines,578.69,
03/09/2012,Airlines,1151.99,
03/09/2012,Airlines,1151.99,
03/09/2012,Airlines,2118.69,
03/09/2012,Airlines,2564.19,
03/09/2012,Airlines,508.69,
03/09/2012,Airlines,1789.49,
03/09/2012,Airlines,1097.19,
03/09/2012,Airlines,1789.49,
03/09/2012,Airlines,1477.49,
04/09/2012,Airlines,1252.17,
04/09/2012,Airlines,861.19,
04/09/2012,Airlines,861.19,
05/09/2012,Airlines,828.25,
05/09/2012,Airlines,828.25,
05/09/2012,Airlines,524.7,
05/09/2012,Airlines,1612.19,
05/09/2012,Airlines,1612.19,
05/09/2012,Airlines,1509.19,
05/09/2012,Airlines,1509.19,
05/09/2012,Airlines,800,
05/09/2012,Airlines,1059.25,
05/09/2012,Airlines,1059.25,
05/09/2012,Airlines,1328.25,
05/09/2012,Airlines,521.2,
05/09/2012,Airlines,952.29,
05/09/2012,Airlines,952.29,
05/09/2012,Airlines,952.29,
05/09/2012,Airlines,1088.7,
05/09/2012,Airlines,899.39,
05/09/2012,Airlines,3022.78,
05/09/2012,Airlines,899.39,
05/09/2012,Airlines,1169.96,
05/09/2012,Airlines,951.69,
05/09/2012,Airlines,2751.28,
05/09/2012,Airlines,682,
05/09/2012,Airlines,1418.19,
05/09/2012,Airlines,1418.19,
05/09/2012,Airlines,1418.19,
05/09/2012,Airlines,1418.19,
05/09/2012,Airlines,678.69,
06/09/2012,Airlines,675.39,
06/09/2012,Airlines,1139.69,
06/09/2012,Airlines,675.39,
06/09/2012,Airlines,-3063.99,
06/09/2012,Airlines,533,
06/09/2012,Airlines,1261.39,
06/09/2012,Airlines,1125.89,
06/09/2012,Airlines,532.3,
06/09/2012,Airlines,3724.79,
06/09/2012,Airlines,4608.89,
06/09/2012,Airlines,698.48,
06/09/2012,Airlines,1827.02,
06/09/2012,Airlines,814.49,
06/09/2012,Airlines,1492.39,
06/09/2012,Airlines,1492.39,
06/09/2012,Airlines,1492.39,
06/09/2012,Airlines,842.7,
06/09/2012,Airlines,844.08,
06/09/2012,Airlines,1073.3,
07/09/2012,Airlines,844.18,
07/09/2012,Airlines,2791.72,
07/09/2012,Airlines,1072.82,
07/09/2012,Airlines,965.31,
07/09/2012,Airlines,736,
07/09/2012,Airlines,736,
07/09/2012,Airlines,736,
07/09/2012,Airlines,1191.32,
07/09/2012,Airlines,925.01,
07/09/2012,Airlines,688.29,
07/09/2012,Airlines,1593.57,
07/09/2012,Airlines,1200.65,
07/09/2012,Airlines,3856.09,
07/09/2012,Airlines,3856.09,
07/09/2012,Airlines,773.39,
07/09/2012,Airlines,3856.09,
07/09/2012,Airlines,-1059.25,
07/09/2012,Airlines,1328.25,
07/09/2012,Airlines,549.9,
07/09/2012,Airlines,922.01,
07/09/2012,Airlines,643.82,
07/09/2012,Airlines,643.82,
07/09/2012,Airlines,558.8,
07/09/2012,Airlines,533.29,
07/09/2012,Airlines,896.19,
07/09/2012,Airlines,1422.39,
07/09/2012,Airlines,1659.89,
07/09/2012,Airlines,1199.19,
07/09/2012,Airlines,2368.69,
07/09/2012,Airlines,-1658.09,
07/09/2012,Airlines,1199.19,
07/09/2012,Airlines,1199.19,
07/09/2012,Airlines,500.06,
07/09/2012,Airlines,774.99,
10/09/2012,Airlines,1898.09,
10/09/2012,Airlines,1898.09,
10/09/2012,Airlines,1898.09,
10/09/2012,Airlines,784.59,
10/09/2012,Airlines,4286.19,
10/09/2012,Airlines,-4852.49,
10/09/2012,Airlines,-4852.49,
10/09/2012,Airlines,784.59,
10/09/2012,Airlines,1313.1,
10/09/2012,Airlines,724,
10/09/2012,Airlines,3720.89,
10/09/2012,Airlines,2513.59,
10/09/2012,Airlines,3720.89,
10/09/2012,Airlines,1729.19,
10/09/2012,Airlines,2574.09,
10/09/2012,Airlines,753.75,
10/09/2012,Airlines,753.75,
10/09/2012,Airlines,587.35,
10/09/2012,Airlines,2156.19,
10/09/2012,Airlines,2156.19,
10/09/2012,Airlines,2366.19,
10/09/2012,Airlines,2898.39,
10/09/2012,Airlines,599.55,
10/09/2012,Airlines,1538.49,
10/09/2012,Airlines,1538.49,
10/09/2012,Airlines,573.7,
10/09/2012,Airlines,512.2,
10/09/2012,Airlines,2346,
10/09/2012,Airlines,681.32,
10/09/2012,Airlines,-6494.09,
10/09/2012,Airlines,-6494.09,
10/09/2012,Airlines,1071.06,
10/09/2012,Airlines,672.61,
10/09/2012,Airlines,2186.4,
10/09/2012,Airlines,4125.59,
10/09/2012,Airlines,2186.4,
10/09/2012,Airlines,2367.89,
10/09/2012,Airlines,1523.59,
10/09/2012,Airlines,821.89,
10/09/2012,Airlines,3856.09,
10/09/2012,Airlines,521.1,
10/09/2012,Airlines,1348.8,
10/09/2012,Airlines,521.1,
10/09/2012,Airlines,1348.8,
10/09/2012,Airlines,12556.39,
10/09/2012,Airlines,12556.39,
10/09/2012,Airlines,545.3,
10/09/2012,Airlines,565.3,
10/09/2012,Airlines,500.87,
10/09/2012,Airlines,3996.49,
10/09/2012,Airlines,2086.68,
10/09/2012,Airlines,516.08,
10/09/2012,Airlines,1123.5,
10/09/2012,Airlines,937.68,
10/09/2012,Airlines,658.2,
11/09/2012,Airlines,800.8,
11/09/2012,Airlines,859.35,
11/09/2012,Airlines,713.59,
11/09/2012,Airlines,548.6,
11/09/2012,Airlines,583.05,
11/09/2012,Airlines,583.05,
11/09/2012,Airlines,2111.39,
11/09/2012,Airlines,2111.39,
12/09/2012,Airlines,546.09,
12/09/2012,Airlines,1434.89,
12/09/2012,Airlines,2326.19,
12/09/2012,Airlines,764.05,
12/09/2012,Airlines,764.05,
12/09/2012,Airlines,1463.19,
12/09/2012,Airlines,1337.69,
12/09/2012,Airlines,740.79,
12/09/2012,Airlines,2131.59,
12/09/2012,Airlines,907.25,
12/09/2012,Airlines,907.25,
12/09/2012,Airlines,907.25,
12/09/2012,Airlines,907.25,
12/09/2012,Airlines,1005.99,
12/09/2012,Airlines,764.05,
12/09/2012,Airlines,3995.39,
12/09/2012,Airlines,731.35,
12/09/2012,Airlines,731.35,
12/09/2012,Airlines,731.35,
12/09/2012,Airlines,731.35,
12/09/2012,Airlines,728.9,
12/09/2012,Airlines,701.2,
12/09/2012,Airlines,536.7,
12/09/2012,Airlines,564.39,
12/09/2012,Airlines,782.39,
12/09/2012,Airlines,2546.19,
12/09/2012,Airlines,-1948.86,
12/09/2012,Airlines,-778.59,
12/09/2012,Airlines,-1379.86,
12/09/2012,Airlines,1294.68,
12/09/2012,Airlines,-976.3,
12/09/2012,Airlines,542.02,
12/09/2012,Airlines,542.02,
12/09/2012,Airlines,542.02,
12/09/2012,Airlines,572.45,
13/09/2012,Airlines,1623.99,
13/09/2012,Airlines,2062.01,
13/09/2012,Airlines,725.45,
13/09/2012,Airlines,725.45,
13/09/2012,Airlines,675.45,
13/09/2012,Airlines,1772.2,
13/09/2012,Airlines,632.29,
13/09/2012,Airlines,838.09,
13/09/2012,Airlines,838.09,
13/09/2012,Airlines,821.89,
13/09/2012,Airlines,821.89,
13/09/2012,Airlines,3357.38,
13/09/2012,Airlines,904.09,
13/09/2012,Airlines,1627.69,
13/09/2012,Airlines,1383.99,
14/09/2012,Airlines,2546.79,
14/09/2012,Airlines,2546.79,
14/09/2012,Airlines,1190.39,
14/09/2012,Airlines,663.39,
14/09/2012,Airlines,4495.33,
14/09/2012,Airlines,784.59,
14/09/2012,Airlines,7155.59,
14/09/2012,Airlines,891.55,
14/09/2012,Airlines,-788.99,
14/09/2012,Airlines,-780.29,
14/09/2012,Airlines,2108.84,
14/09/2012,Airlines,2447.89,
14/09/2012,Airlines,1060.89,
14/09/2012,Airlines,3493.06,
14/09/2012,Airlines,705.25,
17/09/2012,Airlines,1218.01,
17/09/2012,Airlines,3231.99,
17/09/2012,Airlines,-1030.29,
17/09/2012,Airlines,2749.67,
17/09/2012,Airlines,728.7,
17/09/2012,Airlines,521.07,
17/09/2012,Airlines,2758.76,
17/09/2012,Airlines,-1219.2,
17/09/2012,Airlines,545.2,
17/09/2012,Airlines,545.2,
17/09/2012,Airlines,747.56,
17/09/2012,Airlines,865.96,
17/09/2012,Airlines,1827.02,
17/09/2012,Airlines,1827.02,
17/09/2012,Airlines,1391.9,
17/09/2012,Airlines,607.7,
17/09/2012,Airlines,580,
17/09/2012,Airlines,924.4,
17/09/2012,Airlines,1610.79,
17/09/2012,Airlines,761.89,
17/09/2012,Airlines,939.89,
17/09/2012,Airlines,572.35,
17/09/2012,Airlines,674.69,
17/09/2012,Airlines,674.69,
17/09/2012,Airlines,891.55,
17/09/2012,Airlines,891.55,
17/09/2012,Airlines,1358.09,
17/09/2012,Airlines,1108.09,
17/09/2012,Airlines,1108.09,
17/09/2012,Airlines,950.79,
17/09/2012,Airlines,990,
17/09/2012,Airlines,4052.36,
17/09/2012,Airlines,1588.89,
17/09/2012,Airlines,883.09,
17/09/2012,Airlines,1416.79,
17/09/2012,Airlines,1659.89,
17/09/2012,Airlines,3889.59,
17/09/2012,Airlines,4240.75,
17/09/2012,Airlines,675.85,
17/09/2012,Airlines,-788.99,
17/09/2012,Airlines,562.17,
17/09/2012,Airlines,907.25,
17/09/2012,Airlines,907.25,
17/09/2012,Airlines,902.75,
17/09/2012,Airlines,866.39,
17/09/2012,Airlines,1421.89,
17/09/2012,Airlines,2546.79,
17/09/2012,Airlines,3655.89,
17/09/2012,Airlines,799.39,
17/09/2012,Airlines,1391.39,
17/09/2012,Airlines,1990.89,
17/09/2012,Airlines,995.39,
17/09/2012,Airlines,852.39,
17/09/2012,Airlines,2526.79,
17/09/2012,Airlines,-2447.89,
17/09/2012,Airlines,3466.4,
18/09/2012,Airlines,856.19,
18/09/2012,Airlines,1037.65,
19/09/2012,Airlines,4820.13,
19/09/2012,Airlines,1679.89,
19/09/2012,Airlines,647.97,
19/09/2012,Airlines,815.59,
19/09/2012,Airlines,751.11,
19/09/2012,Airlines,751.11,
19/09/2012,Airlines,586.2,
19/09/2012,Airlines,864.49,
19/09/2012,Airlines,5495.79,
19/09/2012,Airlines,802.65,
19/09/2012,Airlines,802.65,
19/09/2012,Airlines,593.69,
19/09/2012,Airlines,984.89,
19/09/2012,Airlines,984.89,
19/09/2012,Airlines,907.25,
19/09/2012,Airlines,1583.19,
19/09/2012,Airlines,-578.55,
19/09/2012,Airlines,777.29,
19/09/2012,Airlines,1952.89,
19/09/2012,Airlines,2447.89,
19/09/2012,Airlines,3427.69,
19/09/2012,Airlines,2793.89,
19/09/2012,Airlines,719.59,
19/09/2012,Airlines,632.19,
19/09/2012,Airlines,2447.89,
20/09/2012,Airlines,-2564.19,
20/09/2012,Airlines,-2564.19,
20/09/2012,Airlines,4050.59,
20/09/2012,Airlines,835.75,
20/09/2012,Airlines,835.75,
20/09/2012,Airlines,1081.86,
20/09/2012,Airlines,858.86,
20/09/2012,Airlines,1140.78,
20/09/2012,Airlines,3293.59,
20/09/2012,Airlines,986.7,
20/09/2012,Airlines,783.55,
20/09/2012,Airlines,783.55,
20/09/2012,Airlines,664.55,
20/09/2012,Airlines,1084.36,
20/09/2012,Airlines,1435.09,
20/09/2012,Airlines,1435.09,
20/09/2012,Airlines,544.15,
20/09/2012,Airlines,666.05,
20/09/2012,Airlines,1975.89,
20/09/2012,Airlines,3677.89,
20/09/2012,Airlines,3677.89,
20/09/2012,Airlines,1040.59,
20/09/2012,Airlines,4347.99,
20/09/2012,Airlines,-1900.09,
20/09/2012,Airlines,-1900.09,
20/09/2012,Airlines,1605.76,
20/09/2012,Airlines,1049.52,
20/09/2012,Airlines,637.35,
20/09/2012,Airlines,1158.92,
20/09/2012,Airlines,1158.92,
20/09/2012,Airlines,1158.92,
20/09/2012,Airlines,778.83,
20/09/2012,Airlines,1799.49,
20/09/2012,Airlines,1799.49,
20/09/2012,Airlines,1024.05,
20/09/2012,Airlines,1000.05,
20/09/2012,Airlines,2783.39,
20/09/2012,Airlines,922.99,
21/09/2012,Airlines,766.97,
21/09/2012,Airlines,870.95,
21/09/2012,Airlines,870.95,
21/09/2012,Airlines,1600,
21/09/2012,Airlines,5835.09,
21/09/2012,Airlines,5835.09,
21/09/2012,Airlines,5835.09,
21/09/2012,Airlines,-1059.25,
21/09/2012,Airlines,2026.41,
21/09/2012,Airlines,1827.02,
21/09/2012,Airlines,900.22,
21/09/2012,Airlines,1679.19,
21/09/2012,Airlines,725.59,
21/09/2012,Airlines,4500.99,
21/09/2012,Airlines,1798.59,
21/09/2012,Airlines,1328.59,
21/09/2012,Airlines,507,
21/09/2012,Airlines,1630.29,
24/09/2012,Airlines,1412.19,
24/09/2012,Airlines,1334.5,
24/09/2012,Airlines,1707.69,
24/09/2012,Airlines,1209.99,
24/09/2012,Airlines,927.2,
24/09/2012,Airlines,-2564.39,
24/09/2012,Airlines,-2564.39,
24/09/2012,Airlines,3801.19,
24/09/2012,Airlines,1608.99,
24/09/2012,Airlines,1601.3,
24/09/2012,Airlines,1608.99,
24/09/2012,Airlines,1608.99,
24/09/2012,Airlines,1601.3,
24/09/2012,Airlines,1601.3,
24/09/2012,Airlines,572.25,
24/09/2012,Airlines,709.15,
24/09/2012,Airlines,601.79,
24/09/2012,Airlines,4132.99,
24/09/2012,Airlines,1520.89,
24/09/2012,Airlines,743.65,
24/09/2012,Airlines,1926.39,
24/09/2012,Airlines,-578.55,
24/09/2012,Airlines,837.25,
24/09/2012,Airlines,2962.79,
24/09/2012,Airlines,2962.79,
24/09/2012,Airlines,2962.79,
24/09/2012,Airlines,2962.79,
24/09/2012,Airlines,2962.79,
24/09/2012,Airlines,2962.79,
24/09/2012,Airlines,907.55,
24/09/2012,Airlines,728.19,
24/09/2012,Airlines,3888.99,
24/09/2012,Airlines,944.29,
24/09/2012,Airlines,5834.89,
24/09/2012,Airlines,2625.79,
24/09/2012,Airlines,2625.79,
24/09/2012,Airlines,3293.49,
24/09/2012,Airlines,2962.79,
24/09/2012,Airlines,3293.49,
24/09/2012,Airlines,3293.49,
24/09/2012,Airlines,3457.79,
24/09/2012,Airlines,873.6,
24/09/2012,Airlines,2617.2,
24/09/2012,Airlines,915.82,
24/09/2012,Airlines,720.71,
24/09/2012,Airlines,-1001.81,
24/09/2012,Airlines,603.1,
24/09/2012,Airlines,603.1,
24/09/2012,Airlines,603.1,
24/09/2012,Airlines,603.1,
24/09/2012,Airlines,603.1,
24/09/2012,Airlines,603.1,
24/09/2012,Airlines,603.1,
24/09/2012,Airlines,603.1,
24/09/2012,Airlines,1527.56,
24/09/2012,Airlines,548.9,
24/09/2012,Airlines,828.49,
24/09/2012,Airlines,635.7,
24/09/2012,Airlines,5000.49,
24/09/2012,Airlines,5871.39,
24/09/2012,Airlines,567.9,
24/09/2012,Airlines,699.51,
24/09/2012,Airlines,682.15,
24/09/2012,Airlines,663.61,
24/09/2012,Airlines,515.81,
24/09/2012,Airlines,2056.81,
25/09/2012,Airlines,3105.32,
25/09/2012,Airlines,2794.54,
25/09/2012,Airlines,654.95,
25/09/2012,Airlines,623.37,
25/09/2012,Airlines,2713.4,
25/09/2012,Airlines,1213.19,
25/09/2012,Airlines,1213.19,
25/09/2012,Airlines,1213.19,
26/09/2012,Airlines,625.9,
26/09/2012,Airlines,1615.49,
26/09/2012,Airlines,2089.89,
26/09/2012,Airlines,1679.19,
26/09/2012,Airlines,4664.29,
26/09/2012,Airlines,1138.8,
26/09/2012,Airlines,817.3,
26/09/2012,Airlines,766.6,
26/09/2012,Airlines,667.69,
26/09/2012,Airlines,667.69,
26/09/2012,Airlines,994.79,
26/09/2012,Airlines,674.29,
26/09/2012,Airlines,1333.29,
26/09/2012,Airlines,-610.99,
26/09/2012,Airlines,-670.89,
26/09/2012,Airlines,1425.19,
26/09/2012,Airlines,2456.18,
26/09/2012,Airlines,2049.3,
26/09/2012,Airlines,874.3,
26/09/2012,Airlines,784.29,
26/09/2012,Airlines,817.3,
26/09/2012,Airlines,1147.81,
26/09/2012,Airlines,913.62,
26/09/2012,Airlines,625.7,
26/09/2012,Airlines,501.09,
26/09/2012,Airlines,1790.78,
26/09/2012,Airlines,1790.78,
26/09/2012,Airlines,1790.78,
26/09/2012,Airlines,844.92,
26/09/2012,Airlines,844.92,
26/09/2012,Airlines,5792.29,
26/09/2012,Airlines,3266.99,
26/09/2012,Airlines,761.67,
26/09/2012,Airlines,1550.4,
26/09/2012,Airlines,1426.49,
26/09/2012,Airlines,4195.89,
26/09/2012,Airlines,1614.69,
26/09/2012,Airlines,-1975.89,
27/09/2012,Airlines,1225.99,
27/09/2012,Airlines,1481.09,
27/09/2012,Airlines,774.89,
27/09/2012,Airlines,599,
27/09/2012,Airlines,1588.19,
27/09/2012,Airlines,4695.89,
27/09/2012,Airlines,1150.69,
27/09/2012,Airlines,1519.09,
27/09/2012,Airlines,1458.09,
27/09/2012,Airlines,1458.09,
27/09/2012,Airlines,1358.49,
27/09/2012,Airlines,761.67,
27/09/2012,Airlines,-4960.49,
27/09/2012,Airlines,902.42,
27/09/2012,Airlines,513.89,
27/09/2012,Airlines,851.89,
27/09/2012,Airlines,674.29,
27/09/2012,Airlines,674.29,
27/09/2012,Airlines,4518.49,
27/09/2012,Airlines,2941.59,
28/09/2012,Airlines,4084.79,
28/09/2012,Airlines,4334.79,
28/09/2012,Airlines,1921.79,
28/09/2012,Airlines,2156.99,
28/09/2012,Airlines,-1194.99,
28/09/2012,Airlines,541.69,
28/09/2012,Airlines,561.69,
28/09/2012,Airlines,1577.09,
28/09/2012,Airlines,507.39,
28/09/2012,Airlines,807.5,
28/09/2012,Airlines,746.85,
28/09/2012,Airlines,538.41,
28/09/2012,Airlines,6482.09,
28/09/2012,Airlines,649.8,
28/09/2012,Airlines,3636.89,
28/09/2012,Airlines,-5766.39,
28/09/2012,Airlines,578.25,
28/09/2012,Airlines,774.61,
28/09/2012,Airlines,736.2,
28/09/2012,Airlines,568.61,
28/09/2012,Airlines,677.72,
28/09/2012,Airlines,715.69,
28/09/2012,Airlines,641.19,
28/09/2012,Airlines,645.19,
28/09/2012,Airlines,2858.89,
28/09/2012,Airlines,4024.19,
07/09/2012,Car Hire,1221.39,Fares for taxis used by senior Embassy staff to official functions and for visitors to the Embassy
14/09/2012,Car Hire,752.32,Fares for taxis used by senior Embassy staff to official functions and for visitors to the Embassy
21/09/2012,Car Hire,1006.15,Taxi expenses for staff travelling to official events out of hours
24/09/2012,Car Hire,1025.47,Transport for Risk & Liaison Overseas Network from Dec. '11 to Mar. '12
27/09/2012,Car Hire,4825.96,Transport for VIP visit
17/09/2012,Cash,546.44,Miscellaneous low value official purchases at post
27/09/2012,Cash,609.25,Miscellaneous low value official purchases at post
05/09/2012,Catalogue,1443.21,Stationery
12/09/2012,Catalogue,570.99,Return flight to Quito for regional economist based in Buenos Aires
18/09/2012,Catalogue,758.4,Blank PVC cards for accreditation purposes
